	       time	   Inlet_SPL_db       Origin_SPL_db     Top_Wall_SPL_db	 Bottom_Wall_SPL_db	  Outlet_SPL_db
              0.009   0.000661355007089  -1.73107664028e-07   2.01248704947e-07  -1.73105257721e-07   1.31810790612e-07
             0.0092   0.000391816665524   -3.8106449487e-07   1.63254597838e-07  -3.81022343969e-07   4.11085160879e-08
             0.0094   1.13517041067e-05  -6.77696206833e-07   1.05635798834e-07  -6.77107549085e-07   -7.2330846874e-08
             0.0096  -0.000409045568486  -9.84536630423e-07   3.53198319243e-08  -9.77934994631e-07  -1.70443632167e-07
             0.0098  -0.000663955210308  -1.19212144751e-06  -2.81417404476e-08  -1.13268009726e-06  -2.00396607003e-07
               0.01  -0.000660409468863  -1.51557312911e-06  -6.87278514088e-08  -1.08681568892e-06  -1.70797039353e-07
             0.0102  -0.000419747075931  -3.43234267455e-06  -9.04067888999e-08  -9.64109755269e-07  -1.48055432592e-07
             0.0104    1.8951027174e-06   -1.2222893995e-05  -1.12683422473e-07  -9.45203124785e-07  -1.83353387531e-07
             0.0106   0.000412700697932  -4.16039722243e-05  -1.42737332186e-07   -1.0153615846e-06  -2.31852551734e-07
             0.0108   0.000676138841224  -0.000114919733553  -1.69501019259e-07   -1.0309030936e-06  -2.41164389864e-07
              0.011   0.000681405819875  -0.000246728646279  -1.87867017876e-07  -9.84677529202e-07  -2.38616755824e-07
             0.0112    0.00042198107536  -0.000401079841456   -2.0686550617e-07  -9.86505998149e-07  -2.65221716259e-07
             0.0114   4.10271770625e-06  -0.000478005256089  -2.28144077259e-07  -1.01489225335e-06  -2.88779966252e-07
             0.0116   -0.00042538765627  -0.000390045034812  -2.45416510209e-07  -1.00066091257e-06    -2.927719166e-07
             0.0118  -0.000689977210149   -0.00015829200733  -2.60879648636e-07  -9.90183573224e-07  -3.06997372171e-07
              0.012  -0.000696457424868   0.000111370739365    -2.778401789e-07  -1.00649933291e-06  -3.27218652283e-07
             0.0122  -0.000433233237608   0.000317536700488   -2.9280900523e-07   -1.0011978619e-06  -3.34426818182e-07
             0.0124  -2.55786143245e-06   0.000388557458814  -3.06402258503e-07  -9.94834473565e-07  -3.46637688483e-07
             0.0126   0.000432963463235   0.000297193402539  -3.20645088097e-07  -1.00387016106e-06   -3.6190722181e-07
             0.0128   0.000707221756024   8.60087507784e-05  -3.33493252368e-07  -9.99683633425e-07  -3.69869179923e-07
              0.013   0.000711346582864  -0.000156044115957  -3.45648515571e-07  -9.97740847661e-07  -3.81493592996e-07
             0.0132   0.000444129619436  -0.000332193001761  -3.57933745444e-07  -1.00263863769e-06  -3.93327910532e-07
             0.0134   2.46342249598e-06  -0.000373320094614  -3.69113265588e-07  -9.98563138821e-07  -4.01207075026e-07
             0.0136  -0.000442978603324  -0.000258542919216  -3.80092245323e-07  -9.99878285093e-07  -4.12391847882e-07
             0.0138  -0.000723839603553  -1.10099234297e-05  -3.90772571675e-07  -1.00105305707e-06  -4.21373847765e-07
              0.014  -0.000728668857475   0.000309746445049  -4.00724020931e-07  -9.98536893204e-07  -4.29726806232e-07
             0.0142  -0.000454551376739   0.000612510215682  -4.10567343133e-07  -1.00004690993e-06  -4.39171872065e-07
             0.0144  -2.97505098902e-06   0.000779527776713  -4.19739830295e-07  -9.96994881953e-07  -4.46009163459e-07
             0.0146   0.000453790562351    0.00070396182638  -4.28129005765e-07  -9.90729516796e-07  -4.52185304424e-07
             0.0148   0.000740947062795   0.000370336148105  -4.35124300173e-07  -9.75017489943e-07  -4.54057019842e-07
              0.015   0.000746596342382  -0.000101267564364  -4.38958616253e-07  -9.34505757825e-07  -4.47387722939e-07
             0.0152    0.00046567126827  -0.000523624299806   -4.3736041367e-07  -8.54200566184e-07  -4.27775677732e-07
             0.0154   3.42436291308e-06   -0.00074476575664  -4.26785309564e-07  -7.09898627564e-07  -3.88441130889e-07
             0.0156  -0.000464842024409  -0.000692683221946   -4.0464677405e-07  -4.96754188311e-07   -3.3158544006e-07
             0.0158  -0.000759152243957  -0.000389747608718  -3.71458396007e-07  -2.41549783375e-07   -2.6793415572e-07
              0.016  -0.000765239078447   5.37267489786e-05  -3.32850178728e-07   -1.2296745789e-08  -2.19297203204e-07
             0.0162   -0.00047749009628   0.000479459881107  -2.98558886818e-07   1.09360755291e-07  -2.04294403045e-07
             0.0164  -3.75811206466e-06   0.000729027125006  -2.76278341039e-07   9.59244164392e-08  -2.19979533193e-07
             0.0166   0.000476339147745   0.000701911477037  -2.65845264196e-07   7.39697765294e-09  -2.40609966013e-07
             0.0168   0.000778337320775    0.00040465805802  -2.59276122028e-07  -4.91243440306e-08  -2.38913016662e-07
              0.017   0.000784752248204  -5.00631504829e-05  -2.49277407187e-07  -2.73660537456e-08   -2.1670515343e-07
             0.0172   0.000489843229622  -0.000489130457087    -2.364973756e-07   1.86489976809e-08  -1.99081034536e-07
             0.0174    3.8427960344e-06  -0.000744101069865  -2.26256933696e-07   2.11667550031e-08  -1.99272909671e-07
             0.0176  -0.000488865167596  -0.000714892029039  -2.19905066036e-07  -8.02163442111e-09  -2.02568424547e-07
             0.0178  -0.000798889343746  -0.000408858778814  -2.13685346531e-07  -1.32898085048e-08  -1.94120993561e-07
              0.018  -0.000804520386019   6.29484193825e-05   -2.0598655879e-07   5.20406965462e-09  -1.83037674364e-07
             0.0182  -0.000498170621972   0.000529912380397   -1.9917181252e-07   7.76253118189e-09  -1.80563484725e-07
             0.0184   9.32913946308e-06   0.000829467163141  -1.94131165614e-07  -4.78846753483e-09  -1.79804297997e-07
             0.0186   0.000528753324172   0.000868692318924  -1.88963615851e-07  -3.63693480382e-09  -1.73106523683e-07
             0.0188   0.000860266791249   0.000652229994447  -1.83395070839e-07    4.2982772777e-09   -1.6731393512e-07
              0.019   0.000865943213895    0.00026633570437  -1.78742680644e-07    5.8225238609e-10   -1.6575743779e-07
             0.0192   0.000524046808528  -0.000163884607703  -1.74614563999e-07  -3.03608230944e-09  -1.62298750232e-07
             0.0194  -5.08229133906e-05  -0.000513419811112  -1.70221370903e-07   1.21825155595e-09  -1.57214365249e-07
             0.0196  -0.000635256385007  -0.000680187198898  -1.66164499189e-07   1.34423246165e-09  -1.54680937594e-07
             0.0198  -0.000978932707244  -0.000608417452383  -1.62598448799e-07  -1.49507526569e-09  -1.52128978039e-07
               0.02  -0.000921791310521  -0.000319999073125  -1.58937107958e-07    7.9813813611e-10  -1.48039015915e-07
             0.0202  -0.000484559028061   7.82535757011e-05  -1.55371667472e-07   2.51637455837e-09   -1.4506820178e-07
             0.0204   0.000139044994281   0.000438188321056  -1.51959276721e-07   3.88922088962e-09  -1.41754203416e-07
             0.0206   0.000692001300162   0.000633003943196  -1.48075993308e-07   1.28927054503e-08  -1.36082160235e-07
