	       time	   Inlet_SPL_db       Origin_SPL_db     Top_Wall_SPL_db	 Bottom_Wall_SPL_db	  Outlet_SPL_db
             0.0828   0.000940627909492       0.01075961096   0.000194654459005   -5.6324606583e-05       3.3711324e-08
              0.083    0.00126750523626    0.00750860375142   0.000214311812183  -0.000104251625506   2.25589506087e-08
             0.0832    0.00134584484337    0.00686385521549    0.00015555558431  -0.000116515126645   9.12083116888e-09
             0.0834    0.00115350037852    0.00845855373606   3.68316605764e-05  -8.84426028214e-05  -6.38292617107e-09
             0.0836    0.00072588638911     0.0106951479256  -9.97682221439e-05  -3.14227352565e-05  -2.33089183073e-08
             0.0838   0.000166859441844     0.0113360753707  -0.000203883912896   3.16421058786e-05  -4.06459680781e-08
              0.084  -0.000369223351368    0.00832685216229  -0.000236055335805   7.55162775228e-05  -5.72005957956e-08
             0.0842  -0.000722996605398   0.000574759568061  -0.000183342928561   8.27875127319e-05  -7.18384616377e-08
             0.0844  -0.000787879568683    -0.0115754680793   -6.5142729574e-05    5.0941900719e-05  -8.37322188877e-08
             0.0846  -0.000556399041059    -0.0263257497297   7.34465164773e-05  -6.48244176437e-06  -9.25812840135e-08
             0.0848  -0.000132674596624    -0.0408749342358   0.000178515426437  -6.51536099879e-05  -9.87341591988e-08
              0.085    0.00029959017659    -0.0521924682355   0.000208162593845  -9.95631650136e-05  -1.03118376091e-07
             0.0852   0.000546364254713    -0.0578727499889   0.000149163824516  -9.32230658914e-05  -1.06943498461e-07
             0.0854   0.000485600099109    -0.0568072509121   2.28455170018e-05   -4.5431267661e-05  -1.11273321612e-07
             0.0856   0.000129761028182    -0.0494747684461   -0.00012239542716   2.80686846779e-05  -1.16660736345e-07
             0.0858  -0.000360135960277    -0.0377738384007  -0.000229317605484   0.000100845775102  -1.23018970159e-07
              0.086  -0.000721201858806    -0.0244638471001  -0.000253964443574   0.000145796662539  -1.29780376522e-07
             0.0862  -0.000685091441477     -0.012396875413  -0.000183198227168   0.000145608905598  -1.36250032888e-07
             0.0864  -9.19047813037e-05   -0.00377558633567  -4.07344341486e-05    9.9655662424e-05  -1.41969643368e-07
             0.0866    0.00102133838327   0.000350004785194   0.000120944880116    2.4624082129e-05  -1.46905573702e-07
             0.0868    0.00239555245631   0.000220776651522   0.000240045145812  -5.14598353549e-05  -1.51372096679e-07
              0.087     0.0036056090086   -0.00286477349521   0.000269100164959  -9.96353292636e-05  -1.55759609613e-07
             0.0872    0.00418666906778   -0.00704950263879   0.000193841491344  -0.000100960747584  -1.60260153198e-07
             0.0874    0.00379271820416    -0.0105063773442   3.99218907315e-05  -5.38880184077e-05  -1.64770596153e-07
             0.0876    0.00233364950252     -0.011932286813  -0.000135476128331   2.47772335827e-05   -1.6900783848e-07
             0.0878   4.00003845851e-05    -0.0108124128268   -0.00026447441979   0.000105808079588  -1.72708657578e-07
              0.088   -0.00257417187592   -0.00740859410891  -0.000294288963767    0.00015829763731  -1.75741898139e-07
             0.0882   -0.00484628937464    -0.0025187935658  -0.000208314680417   0.000161287444572  -1.78058391773e-07
             0.0884   -0.00615981398166    0.00287707485153  -3.42237209848e-05   0.000111930164101  -1.79548327638e-07
             0.0886   -0.00613711003651    0.00794732810617   0.000164633144268   2.70111228363e-05  -1.79943357783e-07
             0.0888   -0.00476649825155      0.012203874602   0.000312034107997  -6.29377307045e-05  -1.78846608093e-07
              0.089   -0.00241855544911     0.0155145578971   0.000347845160356  -0.000124907494223  -1.75860457727e-07
             0.0892   0.000257899306446     0.0179582210246   0.000252278432973  -0.000135912600062  -1.70716072124e-07
             0.0894    0.00252979014254     0.0196066401557   5.58088602918e-05  -9.19551018009e-05  -1.63341377417e-07
             0.0896    0.00380262406144     0.0203405142586  -0.000169895437201  -9.90462207713e-06  -1.53884505125e-07
             0.0898    0.00380024611776     0.0197879751516  -0.000337583207773   7.86001842097e-05  -1.42742370733e-07
               0.09    0.00264284928225     0.0174222476406  -0.000377562799519   0.000139035440208  -1.30596022309e-07
             0.0902   0.000797818163401      0.012790070572  -0.000265926206076   0.000147172059789  -1.18390124523e-07
             0.0904   -0.00107993698588    0.00578801478522  -3.66049925091e-05   9.84918168076e-05  -1.07196034235e-07
             0.0906   -0.00236488764845    -0.0031208861246   0.000228352745875   1.01752645496e-05  -9.79716129074e-08
             0.0908   -0.00266310454009    -0.0128442824459   0.000427776056995  -8.51826969849e-05  -9.13059570696e-08
              0.091   -0.00193343659943    -0.0217984114796   0.000479542180049  -0.000151819359439  -8.72525446333e-08
             0.0912  -0.000489088697524    -0.0282286730758   0.000353724563878  -0.000164411983234  -8.53146503933e-08
             0.0914    0.00111856971912     -0.030633141094   8.76279476615e-05  -0.000117880114249  -8.45940569635e-08
             0.0916    0.00229290615557    -0.0281711008929  -0.000224216142506  -2.95962676609e-05  -8.40687447271e-08
             0.0918    0.00259574215014    -0.0209363683116  -0.000462879920649   6.69492575324e-05  -8.29195056923e-08
              0.092    0.00189371493005     -0.010009534583  -0.000529650680438   0.000134743511721  -8.07848568133e-08
             0.0922   0.000399766230396    0.00273612775632   -0.00038617794252   0.000147391626364  -7.78270354365e-08
             0.0924   -0.00140163289651     0.0150318138764  -7.44752304321e-05   9.94128024228e-05  -7.45696174629e-08
             0.0926   -0.00291789098678     0.0247137255325   0.000292472548791   8.67123889824e-06  -7.15885934056e-08
             0.0928   -0.00364403143884     0.0301991259333   0.000568487952768  -9.01430869213e-05  -6.92219930547e-08
              0.093   -0.00332544558553     0.0308174500064   0.000628809369661  -0.000158655076865  -6.74464440607e-08
             0.0932   -0.00203539264562     0.0269161679167   0.000422937140651  -0.000169638080354  -6.59635496179e-08
             0.0934  -0.000144891097621     0.0197220024871   6.31919061934e-06  -0.000117841750385  -6.44149528947e-08
             0.0936     0.0018012199592     0.0110023471609  -0.000462494783065  -2.25225016858e-05  -6.25779943288e-08
             0.0938    0.00325825113621    0.00262162749637  -0.000761541101281   7.95080260705e-05  -6.04212626499e-08
              0.094    0.00384770008575   -0.00389011353506  -0.000671830111885   0.000147845527353   -5.8002150197e-08
             0.0942    0.00346300367839   -0.00764885573611  -5.06853612234e-05   0.000154200086034  -5.52980859879e-08
             0.0944    0.00228508817147    -0.0085387390435    0.00111112250429   9.37676066972e-05  -5.21007767445e-08
             0.0946   0.000708601192833   -0.00712922180447    0.00266751167754  -1.22703295229e-05  -4.80415564174e-08
             0.0948  -0.000791865362871   -0.00442690566776    0.00433917911482  -0.000124300878473  -4.27103844587e-08
              0.095   -0.00180941295979   -0.00154270530517     0.0057749700823  -0.000199186254023    -3.577255319e-08
             0.0952   -0.00211957820456   0.000628296561706    0.00663581074829  -0.000206909311541  -2.70193952536e-08
             0.0954   -0.00172988771445    0.00162775968704    0.00667760906093  -0.000142553230189   -1.6369340698e-08
             0.0956  -0.000855377376716     0.0015029615182    0.00580995374687  -2.88725631441e-05  -3.88122317484e-09
             0.0958   0.000164880418515   0.000717112552087    0.00411491898022   9.17661544964e-05   1.01875202085e-08
              0.096   0.000978691307462  -5.99079805005e-05    0.00182229614366   0.000173228273064   2.53138262609e-08
             0.0962    0.00132297442896  -0.000209228281825  -0.000749784811821   0.000183325139722    4.0707373829e-08
             0.0964    0.00108861248867   0.000612478793603    -0.0032705849313   0.000116618041548    5.5420051475e-08
             0.0966   0.000334613595388    0.00234949709975   -0.00546733512781  -2.74475607199e-06   6.85444851002e-08
             0.0968  -0.000744533221533    0.00455939862429   -0.00717257189496  -0.000129503207157   7.94299705182e-08
              0.097   -0.00188143225866    0.00655352752606   -0.00833858886227  -0.000214102820307   8.78422980606e-08
             0.0972   -0.00280621889631    0.00761887658855   -0.00901972617981  -0.000221608887999    9.4021647671e-08
             0.0974   -0.00330565206675    0.00725055961615   -0.00933202745247  -0.000145514391528    9.8618850865e-08
             0.0976   -0.00325981722639    0.00532213331666    -0.0094044779245  -1.10161172351e-05   1.02511974122e-07
             0.0978   -0.00265466235953    0.00214139277018   -0.00933574805342   0.000133765858121   1.06541152798e-07
              0.098   -0.00157520721623   -0.00162467899477   -0.00916608980101   0.000235564027865   1.11248252838e-07
             0.0982  -0.000186420834252   -0.00513177761181   -0.00886800303729   0.000256142294102   1.16731327783e-07
             0.0984    0.00129295186644   -0.00759084542715   -0.00835397200649   0.000187195780818   1.22684862693e-07
             0.0986    0.00262155433143   -0.00848119461814   -0.00749665210488   5.41260357749e-05   1.28605441464e-07
             0.0988    0.00357147780193   -0.00768203667457   -0.00615666949253  -9.30231373424e-05   1.34055371185e-07
              0.099    0.00396811473949   -0.00548725308586   -0.00421463795813  -0.000198290041291   1.38850794491e-07
             0.0992    0.00372895115602   -0.00250518869379   -0.00160534459014  -0.000221205001151   1.43089872208e-07
             0.0994    0.00289203572194   0.000519867577791    0.00164820167428  -0.000152701053799   1.47028008115e-07
             0.0996    0.00162278317989    0.00290612012698    0.00540543547861  -1.92509375733e-05   1.50887965796e-07
             0.0998   0.000190385237539    0.00419221119353    0.00939143240377   0.000126662384551   1.54719375033e-07
                0.1   -0.00108716539704    0.00421191531377      0.013202535603     0.0002264028111    1.5838007782e-07
